yd;tdta;reta;opita;ebita;lsls;lta;gempl;invsls;nwcta;cacl;qacl;fata;ltdta;mveltd
1;0,8298967;-0,2769512;0,0557999;-0,0138901;8,0580801;7,6159981;-0,0430578;0,1066736;0,0146467;1,0431096;0,5545881;0,3853562;0,24477;0,5603982
1;0,8476671;-0,3703752;0,1740864;0,1362358;6,0296577;4,8230768;-0,1864826;0,0946584;0,340733;2,082642;1,077468;0,4726062;0,4880104;0,2421906
1;0,8573705;0,0701993;-0,0064327;-0,0345963;4,8213695;5,1012764;0,3528682;0,3885843;0,1439211;1,3243797;0,6623884;0,4136893;0,632147;0,2779958
1;0,8612232;0,0258017;0,0412159;-0,0565365;5,0590256;5,3226449;0,1393788;0,117316;0,0914567;1,371655;1,0053919;0,5354678;0,463836;0,3907114
1;0,8655028;-0,0112079;0,064076;0,0406867;6,2351309;5,8538139;-0,1102577;0,1780177;0,5104258;3,9767513;2,4566349;0,0067028;0,20016;0,2117367
1;0,8807775;-0,1551367;0,0202798;-0,0189167;8,9384922;8,6761166;0,0139452;0,1741963;0,0293816;1,082683;0,4454064;0,3403367;0,1483934;0,5109807
1;0,9000771;0,0157874;-0,0104929;-0,0528495;2,1923039;2,3446593;-0,0237494;0,8366592;-0,0189642;0,9777426;0,1345611;0,0409126;0,3715909;0,1669233
1;0,902526;-0,5106715;-0,0020089;-0,0705822;3,4782076;3,6885277;-0,0386005;0,2445464;-0,4294932;0,478824;0,2383608;0,0578014;0,8317941;0,5266157
1;0,9971208;-0,2683537;-0,1103814;-0,2212094;6,6570258;6,8416184;0,0045356;0,2114412;0,3144677;2,7990267;1,7932913;0,0137912;0,296263;0,2461134
1;1,0129593;-0,0801535;-0,1108081;-0,1357425;6,124256;6,2908083;-0,0471677;0,1571172;0,1788276;1,3675686;1,0941709;0,5206613;0,4085025;0,1080674
1;1,0281594;-0,4277213;-0,0229265;-0,0609505;5,7215394;4,2637075;-0,0335046;0,0561474;0,0492064;1,0818373;0,6806124;0,426888;0,0741454;0,1943449
1;1,0335096;-0,641455;0,0306986;0,0002978;6,7135387;6,4417273;-0,1326395;0,1617942;0,0945615;1,1702723;0,7879421;0,2741081;0,1310257;0,2264629
1;1,0409914;-0,3502091;-0,3425781;-0,427457;4,466424;2,7603546;-0,2216294;0,0508379;-0,362462;0,536236;0,178009;0,0843776;0,7300142;0,1822335
1;1,0507733;-0,4641628;-0,3081447;-0,3323256;4,3322249;3,4411837;-0,186105;0,1375299;0,2956362;1,6689457;0,9103601;0,5999228;0,319525;0,2018393
1;1,0734669;-0,173055;-0,3995384;-0,4821509;4,3975157;4,0300432;-0,0564613;0,3058596;0,2525183;1,524625;0,6069911;0,5880804;0,2560055;0,1925325
1;1,0747966;-0,1883298;-0,070062;-0,0818949;4,5896899;5,5891964;-0,0154714;0,0347787;-0,2205942;0,704061;0,6868882;0,2879003;0,1316512;0,4599432
1;1,1948127;-0,6871598;0,0590454;0,0215174;3,3995085;3,1759427;-0,0425729;0,2112972;0,2431636;1,9064217;0,9214611;0,9020172;0,2570617;0,2911303
1;1,1972617;-0,2163968;0,2220793;0,1976336;6,410458;6,4358309;0,0138942;0,1339013;0,1887648;1,6554723;1,2021586;0,0175891;0,5551336;0,2093488
1;1,5129908;-0,958997;-0,1538614;-0,2108007;5,4264964;4,4813209;-0,1642891;0,1861137;0,2338165;1,7279517;0,2369083;0,2454505;0,0577338;0,3857425
